0.954,0.012599312,0.015458392,0.021547137,0.003240423
0.953,0.010623271,0.014099793,0.019853042,0.002860308
4.095,0.009631004,0.01194767,0.014390631,0.002023403
0.646,0.010546153,0.015868919,0.022738377,0.003886831
5.985,0.008924981,0.011523766,0.013234474,0.002441899
7.173,0.007521159,0.008628357,0.00901363,0.001373936
9.765,0.008687695,0.00915333,0.00860459,0.001335837
1.026,0.011017886,0.014036314,0.019543912,0.003354305
5.436,0.009871813,0.011687253,0.014395279,0.002898813
0.642,0.013615688,0.018199325,0.025394833,0.00491535
4.342,0.009986944,0.012109996,0.014847424,0.00263245
10.315,0.008447189,0.008829691,0.008297861,0.001335592
0.939,0.014745445,0.016028266,0.022738377,0.004533756
9.662,0.009234935,0.009696875,0.009832531,0.001450892
1.408,0.011668498,0.015091206,0.020747306,0.003126246
1.01,0.012258564,0.014154082,0.02000355,0.003659302
2.549,0.010984602,0.014371787,0.018758098,0.00293696
9.346,0.007229428,0.009318975,0.00942042,0.001336124
3.693,0.009631004,0.01194767,0.014390631,0.002023403
7.738,0.008381899,0.010298903,0.01136184,0.001946659
8.844,0.008543184,0.010341314,0.01089929,0.001603596
2.206,0.010323302,0.013988259,0.01919903,0.002631678
0.534,0.014744812,0.016812027,0.023685636,0.005294581
7.567,0.008208791,0.009773423,0.011162785,0.001908863
2.87,0.010051559,0.012902462,0.020111645,0.002899069
1.259,0.011985093,0.016421787,0.024500558,0.003469802
0.427,0.019492935,0.018852161,0.026173372,0.008109255
7.907,0.008318805,0.010084966,0.01125777,0.002212953
9.628,0.007230331,0.009637602,0.009572656,0.001412298
0.734,0.012603072,0.017136708,0.024587322,0.003773204
3.7,0.009874695,0.012692137,0.017058311,0.002975085
3.672,0.009554104,0.012352725,0.015386655,0.002479227
2.958,0.009877291,0.013115433,0.018110679,0.002899045
0.877,0.014083297,0.017051533,0.024998717,0.003736226
10.352,0.009105781,0.008842416,0.009218787,0.001222071
2.717,0.009555595,0.013195379,0.017543742,0.002479253
1.039,0.011670488,0.015879801,0.021996656,0.003278583
0.193,0.014749698,0.016397759,0.023688713,0.004077323
0.854,0.011018265,0.01361735,0.01864522,0.003050008
0.181,0.014751746,0.017604956,0.025729857,0.005713241
7.303,0.008208133,0.009562992,0.011311986,0.001946838
6.447,0.009040384,0.011311429,0.012629727,0.0024419
1.451,0.01198589,0.016214829,0.0237044,0.003545993
6.523,0.00862802,0.011099823,0.012074901,0.002517971
7.008,0.008666161,0.011083327,0.011859296,0.001527625
0.157,0.017335506,0.03331637,0.040097259,0.010429157
2.109,0.01032158,0.014511998,0.020948341,0.002859914
1.815,0.010626844,0.01468219,0.022151584,0.00320289
5.789,0.008104228,0.010944825,0.012328566,0.002403864
9.628,0.009411006,0.009963754,0.009984458,0.001450931
0.674,0.019171949,0.019133778,0.027922535,0.004040043
1.678,0.011670176,0.015041424,0.02069973,0.003278615
1.062,0.010547002,0.01545227,0.021441745,0.003886831
0.651,0.020659236,0.017660495,0.025334215,0.004686342
0.917,0.009821661,0.013483749,0.01851259,0.002899128
4.585,0.008871831,0.01121108,0.014595022,0.002670529
0.835,0.017967818,0.016999539,0.024800051,0.004420972
8.54,0.008186302,0.010230307,0.010592408,0.00152716
4.013,0.00963274,0.01194767,0.014442543,0.002023406
0.057,0.019699739,0.022006957,0.035827357,0.005600055
4.403,0.009987028,0.01200357,0.014998082,0.002708543
6.812,0.008565109,0.011146669,0.011567369,0.002137173
3.194,0.01081368,0.01337745,0.017960984,0.003013213
1.457,0.012258564,0.014154082,0.02000355,0.003659302
